Target Name,Other name,DR3,Planet ID,RA (deg),DEC (deg),dRA (mas/yr),dDEC (mas/yr),Epoch,J_mag,Number of Visits,IsAPlanet?,Period (days),P_sig,T_mid (BJD),T0_sig,T_dur (hours),T_obs (hours),T_tot (hours),VISDA Cadence,NIRDA Cadence,Priority,Program ID,Contact Person,Observational Constraints (if any),Comments,AUX Team Validated?
spec-56322-GAC089N24V2_sp16-228,,3429190056215104128,,88.08,26.31934716,2.371118793,-2.804258255,J2000,11.11,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56325-GAC076N33V2_sp06-181,,181853897475417216,,78.65,33.14563639,2.599996483,-5.640812704,J2000,12.2,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56325-GAC076N33V2_sp06-205,,181836653184373632,,78.79,33.0133084,-1.449866139,-4.130317985,J2000,10.21,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56325-GAC076N33V2_sp07-128,,180694428104829696,,78.55,32.43792369,-1.710604283,-4.699906381,J2000,9.6,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56325-GAC076N33V2_sp14-215,,161772039147942016,,74.28,34.40087665,2.199906506,-5.396155445,J2000,12.05,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56326-GAC101N53V1_sp05-062,,991881778859793280,,100.74,52.3308293,0.01641847916,-22.5098719,J2000,10.65,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56326-GAC101N53V1_sp07-046,,991597104130783744,,102.28,51.40650817,-2.248648306,-4.632217554,J2000,9.47,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56326-HD090902N172810B01_sp03-029,,611130106273857920,,136.32,16.9821151,-1.8347933,-2.836370506,J2000,11.81,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56331-GAC097N37V1_sp11-014,,955595867918310016,,97.43,39.07376705,1.92306105,-3.126521962,J2000,10.22,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56331-GAC097N37V1_sp14-075,,955032913670127104,,96.03,37.55757995,-1.6116013,-3.608163421,J2000,10.35,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56342-GAC121N02V2_sp03-065,,3087995762575526144,,119.96,2.269675095,-4.259598627,-0.7169257963,J2000,9.99,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56343-GAC075N39V1_sp02-054,,198823180120769792,,74.16,38.10741247,1.270130487,-3.182982497,J2000,10.07,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56343-GAC075N39V1_sp05-014,,198787171115376768,,74.97,38.17876911,-0.4438365012,-2.990792812,J2000,12.27,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56343-GAC075N39V1_sp09-084,,200887032168306304,,76.12,40.97108605,1.453298706,-2.177157035,J2000,12.99,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56343-GAC075N39V1_sp12-099,,200880847415847680,,76.36,40.94743809,-0.2805959859,-2.194611499,J2000,12.64,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56343-GAC075N39V1_sp16-084,,200301228691042688,,73.09,40.84302238,4.931556416,-3.791659679,J2000,10.74,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56343-GAC075N39V2_sp01-208,,186745796506873216,,74.93,37.49606965,-0.291347282,-3.089775611,J2000,12.58,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56343-GAC075N39V2_sp04-041,,200763715062438656,,74.89,39.95439899,1.902956661,-6.537764465,J2000,11.92,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56343-GAC075N39V2_sp04-051,,200731790570617984,,75.54,39.99480815,-0.9912457663,-2.728184883,J2000,11.16,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56343-GAC075N39V2_sp05-124,,198975118884594432,,75.25,38.97709322,-0.08841008067,-3.524615297,J2000,12.49,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56343-GAC075N39V2_sp05-131,,198915710897412480,,75.45,38.5835436,-1.053465465,-3.199165502,J2000,10.94,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56343-GAC075N39V2_sp06-236,,188376239108520960,,76.95,38.96787126,3.937895715,-5.217384276,J2000,9.52,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56343-GAC075N39V2_sp12-069,,201277766811826176,,76.33,41.3898293,0.6464552977,-2.145703339,J2000,11.68,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56343-GAC075N39V2_sp15-157,,201615939655936768,,74.42,40.91116302,2.568339948,-4.490480694,J2000,10.65,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56343-GAC075N39V2_sp15-213,,201592918631467904,,74.81,41.05988093,1.334137165,-2.788338368,J2000,9.24,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56343-GAC075N39V3_sp05-090,,198791363003093248,,74.89,38.2482085,1.713851909,-3.233413467,J2000,12.79,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56343-GAC075N39V3_sp05-230,,199048408205952512,,74.31,38.62809853,3.076045121,-5.060073597,J2000,11.37,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56343-GAC075N39V3_sp09-069,,200844323014072448,,76.22,40.62657706,0.3281993909,-2.39859381,J2000,11.29,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56344-GAC088N41V1_sp01-173,,3458123842140027008,,88.87,39.54679662,0.2343305271,-4.188860569,J2000,11.41,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56344-GAC088N41V2_sp15-183,,192393648438331136,,88.6,41.97378069,0.21175225,-4.689311707,J2000,9.96,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56344-GAC088N41V3_sp04-152,,192066337570619008,,88.25,41.2058089,1.161877072,-3.026807124,J2000,11.25,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56344-GAC088N41V4_sp03-185,,192060389038637312,,87.99,41.0776729,0.3019055738,-5.620952457,J2000,11.54,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56345-GAC079N41V1_sp16-205,,201497875297525120,,77.47,42.80781918,-0.4019209099,-4.570779876,J2000,11.81,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56345-GAC079N41V2_sp13-090,,194504878265918848,,82.17,41.20259909,0.03410494334,-1.855872935,J2000,12.02,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56345-GAC079N41V2_sp13-198,,194549996899936384,,82.84,41.86393143,-3.942310531,-1.14786831,J2000,10.6,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56345-GAC079N41V2_sp16-193,,201449329285835904,,77.92,42.50255962,-2.21833337,-3.484526323,J2000,10.12,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56346-VB091S03V1_sp16-016,,3025883796667947520,,89.94,-2.016662419,-1.362593974,-3.059180589,J2000,11.93,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56346-VB091S03V2_sp04-215,,3024872074171649536,,92.09,-2.918781255,-1.722834145,-0.552902682,J2000,10.63,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56350-GAC089N28V2_sp04-182,,3431561810175516800,,88.98,28.79575575,1.425132253,-3.021197276,J2000,13.32,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56350-GAC089N28V2_sp05-035,,3431089191974101632,,88.99,27.97442466,1.512911044,-4.307313673,J2000,12.23,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56350-GAC089N28V2_sp08-064,,3431353242263533824,,90.61,28.49553779,-1.061828855,-0.8983327412,J2000,10.1,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56350-GAC089N28V2_sp15-216,,3443810678945709056,,88.94,30.27935072,1.158020778,-2.673990852,J2000,12.82,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56350-GAC089N28V3_sp06-157,,3436601005104548096,,91.85,28.43984203,0.2316498596,-1.033973069,J2000,12.23,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56350-GAC089N28V3_sp08-236,,3431509785231510912,,89.92,28.707135,0.2784396577,-2.005475395,J2000,12.09,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56350-GAC089N28V3_sp11-020,,3444099335107178496,,88.59,30.9005191,0.4414125812,-1.873687987,J2000,10.04,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56350-GAC089N28V3_sp15-141,,3443736255753046912,,89.38,29.8852242,-1.096336574,-5.159610097,J2000,11.65,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56350-GAC089N28V3_sp16-101,,3444069098537504512,,88.55,30.68707556,-0.716117264,-3.743974351,J2000,11.51,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56350-GAC116N20V2_sp10-220,,672423210894486656,,114.63,19.80415206,-2.611974224,-7.731186681,J2000,10.2,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56351-GAC108N13V1_sp12-087,,3168011999731482624,,109.27,15.36055769,-3.071828225,-0.9374884787,J2000,13.06,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56351-GAC108N13V1_sp13-167,,3167731933504731264,,109.92,14.80450101,-1.335825518,-4.628635284,J2000,10.96,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56351-GAC108N13V2_sp14-078,,3359706109660234496,,106.84,14.80973373,3.480393731,-1.50928846,J2000,12.53,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56351-GAC108N13V4_sp01-038,,3159967629065130752,,107.99,11.75145972,0.9227381703,-1.790768201,J2000,9.73,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56351-GAC108N13V4_sp09-231,,3166533225309118976,,109.47,13.78551641,-0.6039001661,0.514179456,J2000,9.35,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56353-GAC111N10V2_sp08-069,,3161587072254030208,,112.73,10.27780671,-3.670924852,-0.899073884,J2000,10.95,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56353-GAC111N10V2_sp11-227,,3162919577267670784,,111.75,12.32206379,-2.369946879,-0.5520748168,J2000,11.32,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56353-GAC111N10V3_sp13-245,,3161801408301596928,,113.23,11.22069562,-5.969312448,-2.249165278,J2000,9.54,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56355-GAC109N33V1_sp05-245,,890205781110942720,,109.19,32.64029462,1.595709674,-2.647484005,J2000,12.2,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56358-GAC089N28B1_sp03-065,,3443460725009522304,,87.48,29.05541671,0.2495563398,-2.876076544,J2000,14.55,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56358-GAC089N28B1_sp04-138,,3431538101956131200,,88.88,28.52140373,-0.424066162,-0.8239597703,J2000,14.43,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56358-GAC089N28B1_sp09-241,,3431453611358728832,,90.75,29.06090501,0.3095410243,-1.827735646,J2000,14.45,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56358-GAC089N28B1_sp15-137,,3443815798547275776,,89.23,30.13766462,0.1121003795,-0.3177362261,J2000,14.46,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56358-GAC089N28B1_sp16-150,,3444843223443216000,,88.23,31.04453582,0.08916412419,-1.963610716,J2000,14.24,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56358-GAC089N28B2_sp07-160,,3430040498398459776,,89.95,26.9821638,0.4361951834,-0.7189480785,J2000,14.05,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56358-GAC089N28B2_sp15-188,,3443777380060355584,,88.89,29.74416022,0.0005185940286,-1.342403514,J2000,14.36,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56358-GAC089N28B2_sp16-087,,3444704444459192832,,87.26,30.3240089,0.386235244,-2.50336598,J2000,14.44,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56360-GAC097N28V1_sp07-105,,3384420489650465024,,98.48,26.6621267,-3.515470178,-5.344621831,J2000,9.33,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56365-GAC106N28V2_sp11-193,,889474743317484544,,107.01,30.32252244,1.212580074,-5.026083445,J2000,11.62,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56365-GAC106N28V3_sp03-167,,884694577859055360,,105.95,28.18419237,-1.512260753,-1.066010722,J2000,13.29,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56376-GAC103N38V1_sp02-138,,943739249920171392,,101.31,37.22913144,-0.7911925669,-3.637283546,J2000,10,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56376-GAC103N38V2_sp04-124,,944258215113391744,,103.77,38.74068208,-8.984023678,-2.045998629,J2000,12.1,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56380-GAC126N02V1_sp02-213,,3077431826652307456,,124.88,0.2089626555,3.863613307,-1.379509215,J2000,11.46,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56380-HD170238N204332B01_sp05-166,,4561278877791422720,,255.54,19.82142037,-12.05798825,-10.04761009,J2000,12.01,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56385-GAC113N23V2_sp15-201,,868363467228923904,,113.47,24.37275942,-1.430529927,0.4083591334,J2000,11.54,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56389-HD095639S002741M01_sp05-078,,3832643585896479232,,148.85,-1.890014434,0.8767107592,0.2005131744,J2000,14.11,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56392-HD173714N554427B01_sp02-229,,1417882267641417600,,262.6,54.31570416,-8.863342244,-19.93064038,J2000,13.36,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56393-HD172143N395828B01_sp06-138,,1343728523404899200,,262.97,39.6419775,2.853703525,1.203343658,J2000,11.62,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56393-HD172143N395828B01_sp12-198,,1347473833669446784,,262.41,41.67091153,0.6875874436,4.67176996,J2000,12.43,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56394-HD170956N262719B01_sp10-143,,1306646428606812800,,254.79,26.3768575,5.601639016,-3.498170173,J2000,11.22,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56395-GAC126N07V2_sp03-184,,3097040684524735488,,125.86,7.354405603,-5.364176583,-9.675722917,J2000,11.12,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56420-HD162136N565237B01_sp11-119,,1623875290068392320,,246.15,58.9074336,3.473145234,-8.607720268,J2000,12.63,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56423-HD155304N411742M01_sp08-198,,1382933122321062912,,238.96,40.19568053,0.216714918,0.9469222001,J2000,14.03,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56428-HD182659N545307B01_sp14-215,,2150052141522341248,,273.46,55.28522133,-3.890510786,3.451256592,J2000,12.67,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56442-HD180049N533743B01_sp03-022,,1368784812854280064,,269.47,53.0708554,-2.278519978,-5.885581589,J2000,13.85,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56442-HD180049N533743M01_sp06-005,,2125305094015307520,,272.98,52.56983364,-0.8040564254,-5.105280061,J2000,13.4,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56447-HD174640N254456B01_sp02-165,,4557623173428284288,,264.57,24.3204424,0.2151989009,-4.82928847,J2000,13.28,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56447-HD174640N254456B01_sp09-192,,4583820206190374400,,267.89,26.65080591,1.193440126,-12.8367969,J2000,12.07,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56447-HD174640N254456B01_sp10-028,,4581659425323923840,,264.69,24.64891919,1.686669112,-6.514723887,J2000,11.83,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56550-KP194045N483045V02_sp05-043,,2128557548195230976,,294.86,47.30730852,1.229532525,-9.134435742,J2000,10.32,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56550-KP194045N483045V02_sp08-126,,2086580535008581632,,296.62,47.63056152,2.240665842,-1.487166425,J2000,11.38,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56559-HD035343N575830V01_sp01-195,,468737788503660288,,59.62,55.85482787,-0.4115596859,1.691670021,J2000,12.2,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56559-HD035343N575830V01_sp03-078,,448942559114179840,,56.21,57.88465107,0.8637154916,-0.6218565274,J2000,13.54,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56559-HD035343N575830V01_sp03-114,,449154489978207488,,55.8,58.29027278,0.7368850781,-2.137617963,J2000,11.82,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56559-HD035343N575830V01_sp04-035,,472942320966625664,,58.36,58.31849413,0.5480764784,-0.9390341925,J2000,12.75,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56559-HD035343N575830V01_sp04-238,,469955428912761600,,59.47,58.05641864,-0.4140946105,-0.5200406015,J2000,12.39,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56559-HD035343N575830V01_sp05-140,,469605092716973568,,58.52,56.9349512,0.6391118598,-2.655069876,J2000,12.72,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56559-HD035343N575830V01_sp05-180,,445846265650589952,,56.92,57.11268737,0.4861453843,-1.496234984,J2000,13.27,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56559-HD035343N575830V01_sp08-133,,469694741576981504,,60.62,57.3181569,-1.339184448,-1.324627239,J2000,9.79,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56559-HD035343N575830V01_sp09-038,,470056824500164608,,60.04,58.68503506,0.0777074413,-2.264478469,J2000,12.43,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56559-HD035343N575830V01_sp14-241,,449862712902130688,,54.05,58.38116699,-1.76958974,-0.9459014302,J2000,12,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56559-HD035343N575830V01_sp16-202,,474095227626626304,,55.21,59.66273263,-1.619686664,0.5939662425,J2000,12.43,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56561-KP195920N454621V01_sp16-077,,2086363381465025024,,297.36,47.03803169,-3.078955179,-4.296509718,J2000,12.83,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56561-KP195920N454621V02_sp14-058,,2080254288700930048,,297.4,46.11996724,-1.794964097,-4.509217205,J2000,11.8,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56561-M31023N33B1_sp06-172,,305411761460144896,,26.29,32.40842368,-3.166160982,-3.87318617,J2000,14.28,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56562-KP192102N424113V02_sp06-087,,2125727065967867008,,292.27,42.32127633,0.6058838455,-2.451513,J2000,9.95,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56562-KP192102N424113V02_sp08-247,,2101958648231955456,,291.3,42.44995004,-0.6976688958,-0.9206983101,J2000,9.33,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56562-KP192102N424113V02_sp11-004,,2127041841354998656,,289.83,44.78518463,-0.9018233689,-2.738382538,J2000,11.69,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56562-KP192102N424113V02_sp15-048,,2126866881567779072,,290.4,44.05059643,-0.7533479336,-7.777690879,J2000,10.38,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56563-GAC061N24V1_sp06-026,,149829938418245120,,63.03,23.98258521,0.2421596318,-8.969152666,J2000,9.89,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56563-GAC061N24V1_sp09-148,,150116425619579392,,62.13,24.57685199,7.960420714,-6.645978944,J2000,11.12,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56563-GAC061N24V1_sp09-192,,162165698670373376,,62.26,25.04585459,2.313707915,-7.407111883,J2000,12.25,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56568-KP195920N454621M01_sp01-247,,2075973026637246848,,299.19,43.49758254,-2.487467655,-7.759514758,J2000,11.8,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56568-KP195920N454621M01_sp02-092,,2078866808107257600,,297.32,44.0694958,-0.08384263952,2.32937737,J2000,11.14,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56570-GAC069N36V1_sp03-009,,175030126451052032,,68.34,36.46270527,0.8893018394,-3.19203971,J2000,13.3,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56570-GAC069N36V1_sp07-114,,174309701521387008,,70.56,35.53543342,0.08789215822,-2.916865254,J2000,12.43,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56570-GAC069N36V1_sp15-164,,178745204443359232,,68.17,38.25931216,1.629869383,-0.4126225632,J2000,12.38,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56571-GAC064N37B1_sp04-193,,177776569058985216,,64.52,37.65048754,0.6146032086,-1.156470008,J2000,14.43,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56571-GAC064N37B1_sp10-057,,225433079502641792,,62.59,37.40307991,-1.427172815,-0.4168136043,J2000,14.44,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56571-HD231426N434153V01_sp06-148,,1936735551319364352,,351.28,43.42653764,5.533746229,-2.902897944,J2000,9.48,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56576-GAC046N36B1_sp04-247,,139337264594236288,,47.15,36.66688536,1.148880796,-1.835243214,J2000,14.32,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56576-GAC094N30B1_sp02-090,,3436554589397489536,,92.12,28.33832367,-0.2516191495,-1.770111297,J2000,14.84,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56576-GAC094N30B1_sp02-134,,3436383477899545088,,92.75,28.43901834,0.2953291236,-0.02975308387,J2000,15.28,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56576-GAC094N30B1_sp02-164,,3436629905943401344,,91.73,28.80429157,0.2328363388,-0.5884433709,J2000,14.41,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56576-GAC094N30B1_sp03-057,,3437577753685335808,,92.56,30.16070966,0.8302461212,-0.9072173735,J2000,14.19,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56576-GAC094N30B1_sp03-189,,3437171621577552896,,93.3,29.93206219,-0.6000847244,-1.34023069,J2000,15.47,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56576-GAC094N30B1_sp03-218,,3437964300741980160,,92.87,30.47519845,-0.04308997278,-0.5996174264,J2000,15.32,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56576-GAC094N30B1_sp08-046,,3437010199527628544,,95.13,30.06124756,-0.2423894481,-1.495436682,J2000,14.24,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56576-GAC094N30B1_sp08-178,,3433838413420681984,,94.73,28.94302088,-0.145914182,-2.12512967,J2000,14.46,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56576-GAC094N30B1_sp08-210,,3433772034704740736,,94.96,28.65470217,0.2709258406,-1.439238214,J2000,14.62,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56576-GAC094N30B1_sp14-182,,3437831122396820352,,91.72,30.4294992,-0.5498062828,-0.5963469066,J2000,14.88,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56580-HD022250N412346V01_sp08-123,,338006577508159488,,36.71,40.32062146,4.297483935,-4.877692239,J2000,13.29,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56580-HD225826N351656V01_sp10-028,,1891265522828566272,,342.42,34.21569085,2.70177607,-7.315855031,J2000,11.61,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56580-HD225826N351656V01_sp10-082,,1903348124825995520,,341.77,34.57190403,-0.4419858337,-4.091591104,J2000,11.75,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56580-VB011N44V1_sp07-198,,375695495349190784,,13.9,43.57499831,-0.6351636894,-2.793584861,J2000,11.61,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56581-GAC081N30B1_sp01-033,,3445353018879374464,,81.27,28.07528547,1.582320969,-3.989273629,J2000,14.15,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56581-GAC081N30B1_sp14-238,,180189825284211072,,79.29,30.64725256,0.6176255454,-0.3859653301,J2000,14.86,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56581-GAC081N30M1_sp03-161,,3446646903549071104,,80.72,30.33990449,0.1937984623,-0.5495510821,J2000,16.1,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56581-VB031N50V1_sp08-060,,358632208759543552,,33.16,50.32090241,2.455969158,1.967645289,J2000,14.06,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56581-VB031N50V1_sp08-106,,358194019015236096,,32.78,49.43004527,-4.409760174,-0.1608133749,J2000,12.37,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
