Target Name,Other name,DR3,Planet ID,RA (deg),DEC (deg),dRA (mas/yr),dDEC (mas/yr),Epoch,J_mag,Number of Visits,IsAPlanet?,Period (days),P_sig,T_mid (BJD),T0_sig,T_dur (hours),T_obs (hours),T_tot (hours),VISDA Cadence,NIRDA Cadence,Priority,Program ID,Contact Person,Observational Constraints (if any),Comments,AUX Team Validated?
spec-58107-HD225249N463254V01_sp02-126,,1982318275450640128,,341.28,44.88868608,-0.4002786042,-3.760859956,J2000,12.17,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58107-HD225249N463254V01_sp03-076,,1982704723728653312,,341.31,46.38958595,-2.087720632,-0.01815492161,J2000,11.6,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58107-HD225249N463254V01_sp09-130,,1984409447788943360,,344.91,46.93341505,-4.261123817,-3.656273826,J2000,13.68,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58108-GAC094N12B1_sp02-116,,3329892306416635520,,93.14,10.1411167,0.3523687649,0.2960154692,J2000,14.17,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58108-GAC094N12B1_sp11-034,,3344712726726459520,,94.79,14.52226035,0.5428013999,-1.922644992,J2000,14.81,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58108-GAC094N12B1_sp12-087,,3332615934158669440,,95.07,13.84958233,-0.1573128305,-2.491008736,J2000,15.11,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58108-GAC094N12B1_sp12-097,,3332598067094750208,,95.18,13.66571778,0.2975841659,-1.389435654,J2000,14.47,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58108-GAC094N12B1_sp15-009,,3344128542454993024,,93.93,13.40490962,-0.4036156094,-0.930153876,J2000,13.97,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58108-HD003751N473020V01_sp05-008,,388407537690461952,,9.75,46.0642454,-4.353594372,-2.652075139,J2000,13.23,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58108-HD003751N473020V01_sp11-149,,391460327428745088,,9.3,49.97442893,-0.961634881,-1.322627277,J2000,12.57,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58108-KII065746N202759B01_sp04-125,,3366023358016102400,,104.69,20.24232955,3.698768165,-2.845741422,J2000,13.95,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58108-KII065746N202759B01_sp16-092,,3378378707615558528,,102.84,21.63821528,0.3576100596,-0.9981992655,J2000,14.58,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58108-KII065746N202759B01_sp16-195,,3378506079165430400,,102.87,22.20181455,0.9441084884,-0.6800979285,J2000,14.76,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58109-GACII064N62B2_sp01-242,,470611356315742848,,62.71,60.02711669,-0.4178245038,0.1524780391,J2000,14.48,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58109-HIP29425K201_sp03-021,,3425089152722345728,,92.36,22.81465554,-0.4614770778,-1.869109494,J2000,11.81,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58109-HIP29425K201_sp03-070,,3423860487134054016,,91.45,23.26406398,0.2976485025,-1.869638566,J2000,14.68,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58109-HIP29425K201_sp10-213,,3423827639224813696,,91.36,22.74576458,-0.004045872624,-2.436484776,J2000,13.28,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58109-HIP29425K201_sp15-005,,3425533222277622272,,92.6,24.17143594,0.5386230123,-2.535748434,J2000,13.06,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58124-GAC081N07B1_sp01-136,,3237639604351617664,,81.72,5.553143478,-0.08588817429,-1.179806755,J2000,15.33,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58124-GAC081N07B1_sp11-036,,3338025943681192320,,82.41,9.311399016,0.706980344,-0.02160261674,J2000,14.02,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58135-HIP29425K201_sp12-175,,3425766078224729472,,94.48,24.40846715,0.2105343987,-0.6157971419,J2000,14.65,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58135-KII034215N224711V01_sp11-096,,68338328455168256,,55.3,24.55310455,-1.238992358,-1.144893453,J2000,12.66,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58136-GACII032N44B1_sp04-188,,352572667035292288,,32.17,44.73394791,-0.3772347504,-0.3225596686,J2000,15.44,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58137-HD105614N420029M02_sp06-020,,777323045454347392,,166,40.81019382,-3.460599792,-2.101976642,J2000,16.31,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58154-GAC092N13B1_sp01-100,,3330337501248254464,,93.04,11.53796095,0.01384780642,-1.440500531,J2000,14.76,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58154-GAC092N13B1_sp02-115,,3342279610573302144,,91.94,11.36650307,0.8735316354,0.4667013841,J2000,15.04,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58154-GAC092N13B1_sp03-025,,3344245090686022144,,92.34,13.0915853,0.3013282396,-1.276462968,J2000,15.06,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58154-GAC092N13B1_sp10-066,,3343549714005493504,,91.16,13.24266477,0.4663279895,-1.187374239,J2000,15.38,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58154-GAC092N13B2_sp05-160,,3344010104435893248,,92.59,12.7395846,-0.6503709717,-0.6760898797,J2000,14.24,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58154-GAC092N13B2_sp08-020,,3344093255003877248,,93.55,13.08908663,0.4395241863,-0.3203437116,J2000,14.33,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58154-GAC092N13B2_sp08-128,,3332057760208941952,,93.91,12.71479987,0.03783101112,-2.705712156,J2000,14.18,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58154-GAC092N13B2_sp15-121,,3344865318324177792,,93.1,14.55471006,-0.03396499789,-3.06794476,J2000,14.17,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58160-HD055458N172406V01_sp07-087,,3348641174394019584,,90.41,15.57879313,0.04301905469,-2.115132051,J2000,12.76,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58160-HD055458N172406V01_sp08-042,,3349808653883707648,,89.45,17.20044398,1.122178732,-1.651030834,J2000,13.81,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58160-HD055458N172406V01_sp10-149,,3396541364098471424,,86.3,17.15870714,1.165208224,-2.437945478,J2000,11.71,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58160-HD055458N172406V01_sp10-175,,3348353411585157632,,87.46,16.53260527,2.474024264,-2.615108465,J2000,11.93,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58162-HIP29425K201_sp03-131,,3425485977637529216,,92.3,23.81435644,0.1440864226,-0.4230165458,J2000,14.57,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58164-GAC093N22B1_sp09-197,,3425571052350050176,,94.2,23.65618365,-1.130373355,-0.9247893111,J2000,14.49,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58165-GAC108N13B2_sp15-120,,3167387374048122496,,108.56,14.41376939,-3.311567166,-0.8291808177,J2000,14.01,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58166-GACII073N61B2_sp14-012,,472750696703591680,,69.07,62.26277817,-0.5514220833,-0.8846866543,J2000,14.76,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58168-HD055849N003310V01_sp06-213,,3122242079445454080,,91.65,-0.2323325791,-0.2377541184,-1.957424651,J2000,11.73,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58168-HD055849N003310V01_sp11-125,,3316357868032840064,,89.84,2.673329846,0.9269302454,-3.238212969,J2000,11.34,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58168-HD055849N003310V01_sp16-207,,3316086735336371712,,87.91,2.239412359,-0.5571483413,-3.886357458,J2000,11.52,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58168-HD061556N101654V01_sp01-159,,3328360682421058944,,93.7,8.435812965,0.3994657442,-2.278252942,J2000,12.05,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58168-HD061556N101654V01_sp02-064,,3328412707363456128,,93.45,8.583472933,0.04851771779,-3.250239508,J2000,12.73,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58168-HD061556N101654V01_sp03-032,,3329864062711964672,,92.91,9.942985085,1.715568516,-4.115850193,J2000,12.71,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58168-HD061556N101654V01_sp03-118,,3330176598892710272,,92.64,10.78991429,-1.160530251,-3.046063818,J2000,12.39,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58168-HD061556N101654V01_sp05-167,,3328854260063734528,,93.96,9.371068746,-1.09112952,-1.417984806,J2000,11.83,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58168-HD061556N101654V01_sp05-204,,3328438679028508288,,93.36,8.846054871,-0.7351672025,-2.35779828,J2000,12.14,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58168-HD061556N101654V01_sp07-023,,3325740718012375168,,94.92,8.629366227,-0.9373805077,-1.418756805,J2000,12.78,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58168-HD061556N101654V01_sp07-215,,3325683371606031360,,95.16,8.410059183,0.7030713224,-3.346257441,J2000,12.42,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58168-HD061556N101654V01_sp08-205,,3328864091247982976,,94.9,9.025751981,1.494907904,-2.195426786,J2000,11.16,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58168-HD061556N101654V01_sp09-101,,3331574073873398528,,94.61,11.21656345,-0.5851103843,-1.044328058,J2000,13.48,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58168-HD061556N101654V01_sp09-165,,3330796998328969728,,94.58,11.00666472,-0.3103694948,-2.784702867,J2000,13.28,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58168-HD061556N101654V01_sp09-188,,3330811395058987008,,95.1,11.10988261,1.258998017,-3.066558012,J2000,11.02,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58168-HD061556N101654V01_sp10-013,,3329567190275957376,,92.13,10.17710832,0.1270461917,-3.353545141,J2000,11.95,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58168-HD061556N101654V01_sp11-062,,3331781469252099584,,94.48,12.212734,0.0168153762,-1.026119083,J2000,12.08,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58168-HD061556N101654V01_sp11-069,,3331673407876394752,,94.23,11.86574708,0.1991214067,-3.9112178,J2000,11.89,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58168-HD061556N101654V01_sp12-165,,3330914027597330688,,95.53,11.34238999,0.5867571031,-3.056283036,J2000,12.03,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58168-HD061556N101654V01_sp14-133,,3330263254152372992,,92.15,11.18540431,-0.2567994225,-2.484779955,J2000,12.1,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58168-HD061556N101654V01_sp16-027,,3342425467662535552,,92.61,12.05949701,0.6641142316,-3.957887713,J2000,12.57,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58169-HD061524N252001V01_sp07-194,,3377674573494510208,,95.78,24.20892342,1.872249149,-1.551392912,J2000,17.71,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58171-HD044843N211856V01_sp08-203,,3411556947722879744,,72.99,20.06248197,0.8657601389,1.107656753,J2000,11.48,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58171-HD044843N211856V01_sp10-152,,3410979948932293120,,70.58,20.22987973,-0.9074176628,-1.468745513,J2000,11.34,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58171-HD044843N211856V01_sp11-180,,3413522977591952384,,71.92,23.13916239,4.415115068,1.369449759,J2000,12.18,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58171-HD044843N211856V01_sp13-214,,3412144125588313216,,74.14,21.59038225,-0.4349226894,2.737544176,J2000,11.44,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58196-HD071359N135827V01_sp02-147,,3160967085136641536,,106.98,12.17669642,-1.033892019,0.1430174258,J2000,13.17,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58196-HD071359N135827V01_sp05-131,,3166334140689678720,,108.74,12.89279566,-2.461203593,-1.384427688,J2000,11.9,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58196-HD071359N135827V01_sp09-103,,3168001313852868864,,108.99,15.1544897,-1.883090711,-1.409251676,J2000,13.07,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58196-HD071359N135827V01_sp15-046,,3167695340382682112,,108.57,15.35506793,-0.1771718285,-2.717571854,J2000,11.68,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58197-HD072545N042645V02_sp03-248,,3139276018523833088,,110.36,3.905826438,-2.048043772,-1.038462728,J2000,12.98,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58197-HD072545N042645V02_sp14-118,,3140393470234524160,,109.22,5.085951464,-0.5961821385,0.1723616971,J2000,11.38,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58199-HD071246N212109V01_sp14-064,,3366967975942219392,,106.54,21.65006975,-0.9167511232,-3.429560188,J2000,13.16,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58256-GACII292N36B1_sp07-235,,2046514090786243584,,293.67,34.28917798,-3.199861413,-7.473540688,J2000,14.45,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58256-GACII292N36B1_sp12-200,,2052020681228050816,,294.16,38.18551032,-2.913268782,-7.826506453,J2000,14.62,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58401-KII051405N211325B01_sp05-038,,3414015047702519424,,78.01,20.2613307,0.3206263045,-1.996805434,J2000,14.03,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58402-HD060953N145109V01_sp01-127,,3344060819409528320,,92.72,13.12347196,0.8812948779,-2.434401369,J2000,13.51,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58402-HD060953N145109V01_sp02-122,,3342783113882464256,,91.33,12.95793876,1.119949079,-3.148805168,J2000,12.78,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58402-HD060953N145109V01_sp09-042,,3345760934967557248,,93.5,15.37186928,-0.619378739,-1.0637045,J2000,12.91,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58402-HD060953N145109V01_sp09-106,,3345853710557396480,,93.1,15.83865604,1.018767537,-0.5605930021,J2000,11.33,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58402-HD060953N145109V01_sp11-084,,3346134017303179648,,92.55,16.48946821,0.03977047718,-0.7020244033,J2000,12.31,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58402-HD060953N145109V01_sp11-193,,3349177087530749824,,92.74,16.95938757,0.0169379409,-2.145534828,J2000,11.6,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58402-HD060953N145109V01_sp14-091,,3348611006543721728,,91.06,15.70536242,-0.7117670222,-1.558958905,J2000,12.74,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58402-HD060953N145109V01_sp16-214,,3349091321326347008,,90.98,16.48767158,-1.453692829,-3.577677779,J2000,11.93,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58403-GACII324N11B2_sp15-077,,1769982449616717312,,323.73,12.8227467,10.9850776,-7.542004608,J2000,14.86,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58404-GAC096N08B1_sp02-044,,3325213918801248128,,94.37,7.387850283,0.4093643155,-2.358758115,J2000,14.09,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58423-TD030224N542147B01_sp01-101,,440970137733244800,,46.24,52.5220354,1.936480684,-2.985121376,J2000,11.42,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58423-TD030224N542147B01_sp01-135,,440971683925416192,,46.19,52.6334891,0.7722381834,-5.927523017,J2000,10.79,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58423-TD030224N542147B01_sp03-227,,453293464061067904,,43.27,53.87660969,-0.4425828545,-1.21991634,J2000,10.79,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58423-TD030224N542147B01_sp07-091,,446188900958928640,,48.36,52.86467475,0.9318245747,-3.326217361,J2000,13.46,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58423-TD030224N542147B01_sp08-012,,447064284013483776,,46.79,53.55443678,0.2853114865,-2.045988984,J2000,12.88,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58423-TD030224N542147B01_sp10-159,,453256492982349952,,43.05,53.54461216,0.5625405446,-1.908408118,J2000,11.01,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58423-TD030224N542147B01_sp10-210,,453261883161511296,,42.86,53.66745741,-0.1070908982,-1.909525015,J2000,13.93,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58423-TD030224N542147B01_sp11-003,,459809273047577344,,44.89,56.19140027,2.533727929,-4.475346659,J2000,10.74,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58423-TD030224N542147B01_sp11-046,,460011377025979776,,46.76,56.61929148,1.10476338,-3.737062105,J2000,12.95,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58423-TD030224N542147B01_sp11-228,,459634210178318336,,45.93,56.27510275,2.510577335,-1.64268269,J2000,12.44,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58423-TD034419N321717S01_sp13-147,,216935916201765120,,58.53,32.81992425,0.9664476028,-1.462763772,J2000,13.34,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58423-TD062610N184524B01_sp02-075,,3369628141248210560,,95.93,16.97780883,-0.2464352158,-3.27630414,J2000,12.58,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58423-TD062610N184524B01_sp02-179,,3370279670606574464,,94.67,17.43604653,-0.8661598717,-3.747365718,J2000,12.49,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58423-TD062610N184524B01_sp07-111,,3369516021126012672,,97.86,17.30299263,0.6826352023,-0.7936763261,J2000,12.08,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58423-TD062610N184524B01_sp07-187,,3371020363486803328,,97.99,17.42532264,-1.085035675,-2.694726857,J2000,11.44,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58423-TD062610N184524B01_sp07-200,,3371024310560595712,,98.29,17.49741236,1.674054201,-1.534334959,J2000,12.73,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58423-TD062610N184524B01_sp09-037,,3372310159345313664,,97.49,19.6082678,-1.397406461,-2.291093146,J2000,12.72,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58423-TD062610N184524B01_sp10-249,,3370793589214196224,,94.8,18.62283628,-0.6119978102,-1.422136561,J2000,12.94,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58423-TD062610N184524B01_sp12-167,,3372714470387160576,,98.25,20.08070547,0.1103316508,-2.091580808,J2000,11.5,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58423-TD062610N184524B01_sp13-022,,3371872278839523584,,99.05,19.53185378,0.2410761393,-0.9510099273,J2000,12.46,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58423-TD062610N184524B01_sp13-123,,3372634648418406144,,98.38,19.55948635,0.4704695014,-2.241268994,J2000,13.02,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58424-KII065159N233606V01_sp01-100,,3378409219063416960,,103.21,21.54159368,-0.5293449689,-1.327115668,J2000,12.04,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58425-GAC084N47B1_sp02-233,,209015854770457472,,82.62,46.17671958,0.0477423504,-1.432816746,J2000,14.83,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58425-GAC084N47B1_sp05-034,,209792591015752960,,83.81,46.56185882,1.262369351,-1.542456579,J2000,13.98,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58425-GAC084N47B1_sp15-068,,212658296274865920,,82.27,48.37705041,0.4018951563,-0.6885453148,J2000,14.48,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58425-KII065746N202759V01_sp03-112,,3366259508199396864,,103.07,20.90349745,0.8248772033,-2.589104311,J2000,13.22,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58425-KII065746N202759V01_sp10-147,,3377847299902594048,,101.98,20.32305939,-0.3096159946,-2.150631912,J2000,11.81,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58428-KII050806N241554V01_sp08-236,,3418857223894438528,,77.75,24.03070117,0.8635432819,-1.761660505,J2000,12.37,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58429-GACII056N51B2_sp05-016,,251106160613825024,,56.97,50.34373028,2.292009992,-1.048378324,J2000,14.53,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58429-GACII056N51B2_sp09-045,,251943988474735872,,58.08,52.47151782,0.9611577503,-1.570051497,J2000,14.86,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58429-GACII056N51B2_sp15-077,,443932806177269888,,55.76,52.77404855,-0.05687011981,-2.787861468,J2000,14.19,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58429-KII064707N170711V01_sp03-057,,3358811416433507072,,100.43,17.11911422,-0.780717402,-1.045324801,J2000,13.86,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58429-KII064707N170711V01_sp05-103,,3357707957730629760,,101.95,16.13267783,0.2588750801,-2.221700003,J2000,15.47,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58429-KII064707N170711V01_sp10-128,,3358893982886033280,,99.31,16.83280859,1.624769152,-3.975729461,J2000,11.76,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58431-GACII050N51B2_sp03-064,,445932852187943296,,47.95,51.87206774,-0.1766455381,-1.373039337,J2000,14.34,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58431-GACII050N51B2_sp04-245,,442751690170473728,,51.08,51.69522974,0.8515995435,-1.753026348,J2000,14.1,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58431-GACII050N51B2_sp05-172,,442608959816822528,,49.98,50.92880561,0.1557840686,-1.153813491,J2000,14.2,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58431-GACII050N51B2_sp06-043,,442266805542755456,,53.19,51.55292839,0.3664047551,-1.547917425,J2000,14.14,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58431-GACII050N51B2_sp14-154,,446142858909474304,,47.59,52.19160665,-0.3777221019,0.04523654828,J2000,15.03,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58432-GAC094N01M1_sp05-171,,3122002763869026432,,94,0.3215771369,-0.2388588189,-0.316777362,J2000,16.36,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58432-GACII353N50M1_sp09-052,,1944663201956337792,,354.99,51.26999521,-0.9001711493,-0.5132844988,J2000,16.41,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58456-HD064759S041506B01_sp09-189,,3102784640648607616,,103.2,-3.546436539,-1.256252147,0.2610081986,J2000,14.03,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58456-HD064759S041506V01_sp02-013,,3100296892510939648,,101.06,-6.177053187,-0.1832170076,1.037452148,J2000,11.43,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58456-HD064759S041506V01_sp02-042,,3100570842705851008,,100.4,-5.769459499,-0.1440028351,-1.09863232,J2000,11.9,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58456-HD064759S041506V01_sp02-062,,3100595306840836736,,101.21,-5.773746677,-0.3716981011,-0.8897363059,J2000,12.34,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58456-HD064759S041506V01_sp02-080,,3100526789220210432,,100.42,-6.056438486,-0.2408022933,1.137228187,J2000,13.7,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58456-HD064759S041506V01_sp02-116,,3100288543095146112,,101.08,-6.423262918,0.04336453818,-4.838165328,J2000,11.49,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58456-HD064759S041506V01_sp03-238,,3103737053936043904,,100.73,-4.874962165,0.523791573,-0.9906127206,J2000,11.71,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58456-HD064759S041506V01_sp04-012,,3105299116360811264,,101.47,-4.047834391,-1.334966425,-0.239335032,J2000,11.36,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58456-HD064759S041506V01_sp06-118,,3101210444933933056,,104.24,-5.313823122,-1.086627522,0.9707354899,J2000,12.01,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-58456-HD064759S041506V01_sp07-113,,3101870362371587968,,102.91,-5.599764728,-1.459122062,0.9055533462,J2000,13.65,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
